Detection ID,Path,Start Line Num,End Line Num,Code
1,./TargetProjects/accumulo/core/src/test/java/org/apache/accumulo/core/clientImpl/lexicoder/AbstractLexicoderTest.java,74,,"    } catch (NullPointerException e) {}"
2,./TargetProjects/accumulo/core/src/test/java/org/apache/accumulo/core/metadata/schema/TabletFileTest.java,60,,"    } catch (NullPointerException e) {}"
3,./TargetProjects/accumulo/core/src/test/java/org/apache/accumulo/core/metadata/schema/TabletFileTest.java,65,,"    } catch (NullPointerException e) {}"
4,./TargetProjects/accumulo/server/base/src/main/java/org/apache/accumulo/server/fs/VolumeManagerImpl.java,90,,"    } catch (NullPointerException npe) {"
5,./TargetProjects/accumulo/server/base/src/main/java/org/apache/accumulo/server/security/handler/ZKAuthenticator.java,72,,"    } catch (NullPointerException e) {"
6,./TargetProjects/accumulo/shell/src/main/java/org/apache/accumulo/shell/commands/CreateTableCommand.java,224,,"      } catch (NullPointerException ex) {"
7,./TargetProjects/ace/org.apache.ace.client.repository/test/org/apache/ace/client/repository/impl/ModelTest.java,310,,"        catch (NullPointerException npe) {"
8,./TargetProjects/ace/org.apache.ace.log/src/org/apache/ace/log/target/LogImpl.java,36,,"        catch (NullPointerException e) {"
9,./TargetProjects/activemq/activemq-broker/src/main/java/org/apache/activemq/broker/jmx/AnnotatedMBean.java,264,,"            } catch (NullPointerException ok) {}"
10,./TargetProjects/activemq/activemq-tooling/activemq-junit/src/main/java/org/apache/activemq/junit/ActiveMQTestRunner.java,69,,"            } catch (NullPointerException npe) {"
11,./TargetProjects/activemq/activemq-unit-tests/src/test/java/org/apache/activemq/broker/region/cursors/FilePendingMessageCursorTestSupport.java,96,,"        } catch (NullPointerException expected) {}"
12,./TargetProjects/activemq/activemq-unit-tests/src/test/java/org/apache/activemq/bugs/AMQ1282.java,136,,"        } catch (NullPointerException success) {"
13,./TargetProjects/activemq-artemis/artemis-cli/src/main/java/org/apache/activemq/artemis/cli/Artemis.java,112,,"      } catch (NullPointerException e) {"
14,./TargetProjects/activemq-artemis/artemis-commons/src/main/java/org/apache/activemq/artemis/utils/collections/LongHashSet.java,488,,"      } catch (final ClassCastException | NullPointerException ignore) {"
15,./TargetProjects/activemq-artemis/artemis-commons/src/test/java/org/apache/activemq/artemis/utils/TypedPropertiesConversionTest.java,89,,"      } catch (NullPointerException e) {"
16,./TargetProjects/activemq-artemis/artemis-jdbc-store/src/main/java/org/apache/activemq/artemis/jdbc/store/file/JDBCSequentialFileFactoryDriver.java,141,,"      } catch (NullPointerException npe) {"
17,./TargetProjects/activemq-artemis/artemis-protocols/artemis-amqp-protocol/src/test/java/org/apache/activemq/artemis/protocol/amqp/broker/AMQPMessageTest.java,145,,"      } catch (NullPointerException npe) {"
18,./TargetProjects/activemq-artemis/artemis-protocols/artemis-amqp-protocol/src/test/java/org/apache/activemq/artemis/protocol/amqp/broker/AMQPMessageTest.java,172,,"      } catch (NullPointerException npe) {"
19,./TargetProjects/activemq-artemis/artemis-protocols/artemis-amqp-protocol/src/test/java/org/apache/activemq/artemis/protocol/amqp/broker/AMQPMessageTest.java,205,,"      } catch (NullPointerException npe) {"
20,./TargetProjects/activemq-artemis/artemis-protocols/artemis-amqp-protocol/src/test/java/org/apache/activemq/artemis/protocol/amqp/broker/AMQPMessageTest.java,235,,"      } catch (NullPointerException npe) {"
21,./TargetProjects/activemq-artemis/artemis-protocols/artemis-mqtt-protocol/src/main/java/org/apache/activemq/artemis/core/protocol/mqtt/MQTTPublishManager.java,295,,"      } catch (NullPointerException e) {"
22,./TargetProjects/activemq-artemis/tests/activemq5-unit-tests/src/test/java/org/apache/activemq/broker/region/cursors/FilePendingMessageCursorTestSupport.java,86,,"      } catch (NullPointerException expected) {"
23,./TargetProjects/activemq-artemis/tests/integration-tests/src/test/java/org/apache/activemq/artemis/tests/integration/jms/client/MessageTest.java,250,,"      } catch (NullPointerException e) {"
24,./TargetProjects/activemq-artemis/tests/integration-tests/src/test/java/org/apache/activemq/artemis/tests/integration/jms/client/MessageTest.java,255,,"      } catch (NullPointerException e) {"
25,./TargetProjects/activemq-artemis/tests/joram-tests/src/test/java/org/objectweb/jtests/jms/conform/message/properties/MessagePropertyTest.java,107,,"      } catch (NullPointerException e) {"
26,./TargetProjects/activemq-artemis/tests/joram-tests/src/test/java/org/objectweb/jtests/jms/conform/message/properties/MessagePropertyTest.java,123,,"      } catch (NullPointerException e) {"
27,./TargetProjects/activemq-artemis/tests/unit-tests/src/test/java/org/apache/activemq/artemis/tests/unit/core/journal/impl/JournalImplTestUnit.java,167,,"      } catch (NullPointerException e) {"
28,./TargetProjects/activemq-artemis/tests/unit-tests/src/test/java/org/apache/activemq/artemis/tests/unit/jms/ActiveMQDestinationTest.java,91,,"      } catch (NullPointerException npe) {"
29,./TargetProjects/activemq-artemis/tests/unit-tests/src/test/java/org/apache/activemq/artemis/tests/unit/jms/ActiveMQDestinationTest.java,101,,"      } catch (NullPointerException npe) {"
30,./TargetProjects/activemq-artemis/tests/unit-tests/src/test/java/org/apache/activemq/artemis/tests/unit/jms/client/ActiveMQMapMessageTest.java,303,,"      } catch (NullPointerException e) {"
31,./TargetProjects/activemq-artemis/tests/unit-tests/src/test/java/org/apache/activemq/artemis/tests/unit/jms/client/ActiveMQMapMessageTest.java,409,,"      } catch (NullPointerException e) {"
32,./TargetProjects/activemq-artemis/tests/unit-tests/src/test/java/org/apache/activemq/artemis/tests/unit/jms/client/ActiveMQMapMessageTest.java,462,,"      } catch (NullPointerException e) {"
33,./TargetProjects/activemq-artemis/tests/unit-tests/src/test/java/org/apache/activemq/artemis/tests/unit/jms/client/ActiveMQStreamMessageTest.java,337,,"      } catch (NullPointerException e) {"
34,./TargetProjects/ambari/ambari-server/src/main/java/org/apache/ambari/server/controller/RootServiceResponseFactory.java,98,,"    catch (NullPointerException np) {"
35,./TargetProjects/ambari/ambari-server/src/main/java/org/apache/ambari/server/controller/internal/UnitUpdater.java,134,,"      } catch (NullPointerException e) {"
36,./TargetProjects/ambari/ambari-server/src/main/java/org/apache/ambari/server/state/kerberos/KerberosIdentityDescriptor.java,394,,"    } catch (NullPointerException e) {"
37,./TargetProjects/ambari/ambari-server/src/main/java/org/apache/ambari/server/state/kerberos/KerberosIdentityDescriptor.java,402,,"    } catch (NullPointerException e) {"
38,./TargetProjects/ambari/ambari-server/src/test/java/org/apache/ambari/server/checks/ServiceCheckValidityCheckTest.java,152,,"    } catch (NullPointerException ex){"
39,./TargetProjects/ambari/ambari-server/src/test/java/org/apache/ambari/server/controller/internal/UpgradeResourceProviderTest.java,1513,,"    } catch (NullPointerException npe) {"
40,./TargetProjects/ambari-metrics/ambari-metrics-timelineservice/src/main/java/org/apache/ambari/metrics/core/timeline/function/SeriesAggregateFunction.java,37,,"    } catch (NullPointerException | IllegalArgumentException e) {"
41,./TargetProjects/ant/src/main/org/apache/tools/ant/Main.java,1054,,"            } catch (final NullPointerException npe) {"
42,./TargetProjects/ant/src/main/org/apache/tools/ant/taskdefs/Get.java,779,,"            } catch (final NullPointerException e) {"
43,./TargetProjects/ant/src/main/org/apache/tools/ant/taskdefs/Redirector.java,998,,"                        } catch (final NullPointerException enPeaEx) {"
44,./TargetProjects/ant/src/main/org/apache/tools/ant/taskdefs/optional/PropertyFile.java,389,,"            } catch (NullPointerException npe) {"
45,./TargetProjects/ant/src/main/org/apache/tools/ant/taskdefs/optional/ccm/CCMCreateTask.java,316,,"        } catch (NullPointerException npe) {"
46,./TargetProjects/ant/src/main/org/apache/tools/ant/types/RedirectorElement.java,495,,"            } catch (NullPointerException enPeaEx) {"
