Pattern ID,Pattern,Context,"# of Eq list","# of Frq",complexity,Num of Warnings in Method,NCL
1,try {,"try {
}
 catch (Exception e) {
  logger.warn(""Failed to clean up message: "" + copyRedistribute);
}
",0,0,0,361,
2,try {,"try {
}
  finally {
  dbAccessor.dropTable(tableName);
}
",0,0,0,,
3,{,"try {
}
 catch (Exception e) {
  throw new ResourceException(e);
}
",0,0,0,,
4,try {,"try {
}
 catch (Exception e1) {
  e1.printStackTrace();
}
 finally {
  if (server != null) {
    server.stopServer();
  }
}
",0,0,0,,
5,try {,"try {
}
 catch (Exception e) {
  log.error(e);
}
",0,0,0,,
6,try{,"try {
}
 catch (Exception e) {
}
",0,0,0,,
7,try{,"try {
}
 catch (Exception e) {
}
",0,0,0,,
8,try{,"try {
}
 catch (Exception e) {
}
",0,0,0,,
9,try{,"try {
}
 catch (Exception e) {
}
",0,0,0,,
10,try {,"try {
}
  finally {
  System.clearProperty(featureProperty);
}
",0,0,0,,
11,{,"try {
}
 catch (final Exception exception) {
}
",0,0,0,,
12,try {,"try {
}
 catch (Exception e) {
  e.printStackTrace();
}
",0,0,0,,
13,try {,"try {
}
 catch (Exception e) {
  e.printStackTrace();
}
",0,0,0,,
14,{,"try {
}
 catch (Exception ex) {
  log.error(""Can't fix "" + ex.getMessage());
  throw new IOException(""Can't fix "" + ex.getMessage());
}
",0,0,0,,
15,{,"try {
}
 catch (Exception ex) {
  log.error(""Can't fix "" + ex.getMessage());
  throw new IOException(""Can't fix "" + ex.getMessage());
}
",0,0,0,,
16,try {,"try {
}
 catch (Exception e) {
  e.printStackTrace();
  org.junit.Assert.fail(e.getMessage());
}
",0,0,0,,
17,try {,"try {
}
  finally {
  PartitionedRegion.BucketLock bl=(BucketLock)lock;
  bl.unlock();
}
",0,0,0,,
18,try {,"try {
}
  finally {
  Bar.behaveSlowly=false;
}
",0,0,0,,
19,try {,"try {
}
  finally {
  in.close();
}
",0,0,0,,
20,try {,"try {
}
 catch (ConstructionException expected) {
}
",0,0,0,,
21,try { } catch(NumberFormatException | NullPointerException e) {},"try {
}
 catch (NumberFormatException|NullPointerException e) {
}
",0,0,5,,"Block(TryStatement-body, ),
SimpleName(SimpleType-name, UnionType-types, SingleVariableDeclaration-type, CatchClause-exception, TryStatement-catchClauses, ),
SimpleName(SimpleType-name, UnionType-types, SingleVariableDeclaration-type, CatchClause-exception, TryStatement-catchClauses, ),
SimpleName(SingleVariableDeclaration-name, CatchClause-exception, TryStatement-catchClauses, ),
Block(CatchClause-body, TryStatement-catchClauses, ),
"
22,try {,"try {
}
 catch (RuntimeException e) {
  assertTrue(e.getMessage().endsWith(""not found on CLASSPATH""));
}
",0,0,0,,
